population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,69,Singapore,2,Female,11,30-34 years,1,Number,2019,235191.95491051394,238245.51657706217,231802.2130069306
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2007,234183.05439570438,237252.9463884242,231123.35401793892
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2007,167308.64189932545,169501.88112154385,165122.68392664567
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2008,262993.49617693556,266574.5325214678,259500.1589959021
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2008,170792.66371104267,173118.25253745695,168524.02828445352
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2009,266145.6402854768,269725.9828874702,262667.24343351676
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2009,175821.76218039237,178187.01657575567,173523.85542746432
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2010,252642.41490892842,270326.89605573186,234979.41990888616
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2010,182503.9043537798,195278.8252114904,169744.5046652872
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2011,230537.5323268522,233494.12588375274,227244.69114445368
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2011,195864.9760410759,198376.90162794516,193067.37405068436
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2012,211319.770483636,214186.03837887282,208305.37081859165
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2012,214941.5031658832,217856.89498401893,211875.44080141766
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2013,204736.8776049295,207440.9585317159,201949.63039518992
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2013,231856.80786185508,234919.07773340525,228700.3553051296
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2014,236052.2422417288,239296.15242389077,233004.19108949078
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2014,255586.0982359306,259098.44930962875,252285.81396908488
1,All Population,44,Population,69,Singapore,1,Male,12,35-39 years,1,Number,2015,301935.82988282933,306031.1347461238,297631.8684135684
1,All Population,44,Population,69,Singapore,2,Female,12,35-39 years,1,Number,2015,278839.2563949914,282621.2910188219,274864.5263468645
